出現形	ICDコード	標準病名	しゅつげんけい	東大診療録頻度
結節性筋膜炎	M7249	結節性筋膜炎	けっせつせいきんまくえん	356
続発性甲状腺機能低下症	E038	続発性甲状腺機能低下症	ぞくはつせいこうじょうせんきのうていかしょう	355
嗅覚脱失	R430	嗅覚脱失	きゅうかくだっしつ	355
靱帯損傷	T143	靱帯損傷	じんたいそんしょう	355
術後貧血	D62	術後貧血	じゅつごひんけつ	354
ＡＬアミロイドーシス	E858	ＡＬアミロイドーシス	ＡＬあみろいどーしす	353
二次性高血圧症	I159	二次性高血圧症	にじせいこうけつあつしょう	353
皮膚カンジダ症	B372	皮膚カンジダ症	ひふかんじだしょう	353
シスチン尿症	E720	シスチン尿症	しすちんにょうしょう	353
低脂血症	E789	低脂血症	ていしけっしょう	353
乳房上内側部乳癌	C502	乳房上内側部乳癌	にゅうぼうじょうないそくぶにゅうがん	353
上行結腸憩室出血	K573	上行結腸憩室出血	じょうこうけっちょうけいしつしゅっけつ	352
インフルエンザ肺炎	J110	インフルエンザ肺炎	いんふるえんざはいえん	352
Ｓ状結腸軸捻転	K562	Ｓ状結腸軸捻転	Ｓじょうけっちょうじくねんてん	351
顔面変形	M952	顔面変形	がんめんへんけい	351
多発性神経炎	G629	多発性神経炎	たはつせいしんけいえん	351
子宮出血	N939	子宮出血	しきゅうしゅっけつ	350
肛門周囲痛	K628	肛門周囲痛	こうもんしゅういつう	350
クッシング病	E240	クッシング病	くっしんぐびょう	350
子宮頚部高度異形成	N872	子宮頚部高度異形成	しきゅうけいぶこうどいけいせい	349
腰椎多発圧迫骨折	S3270	腰椎多発圧迫骨折	ようついたはつあっぱくこっせつ	349
セザリー症候群	C841	セザリー症候群	せざりーしょうこうぐん	349
新生児痙攣	P90	新生児痙攣	しんせいじけいれん	349
足関節炎	M1317	足関節炎	そくかんせつえん	348
縫合糸膿瘍	T814	縫合糸膿瘍	ほうごうしのうよう	348
混濁尿	R829	混濁尿	こんだくにょう	347
解離性健忘	F440	解離性健忘	かいりせいけんぼう	347
低血圧症	I959	低血圧症	ていけつあつしょう	345
いびき	R065	いびき	いびき	345
ガングリオン	M674	ガングリオン	がんぐりおん	345
再発性胆管炎	K830	再発性胆管炎	さいはつせいたんかんえん	344
胸腺腫瘍	D384	胸腺腫瘍	きょうせんしゅよう	344
卵管閉塞	N971	卵管閉塞	らんかんへいそく	344
カポジ水痘様発疹症	B000	カポジ水痘様発疹症	かぽじすいとうようほっしんしょう	343
脂腺母斑	D229	脂腺母斑	しせんぼはん	343
頻回再発型ネフローゼ症候群	N049	頻回再発型ネフローゼ症候群	ひんかいさいはつがたねふろーぜしょうこうぐん	343
股関節骨折	S7200	股関節骨折	こかんせつこっせつ	343
歩容異常	R268	歩容異常	ほよういじょう	343
頚部膿瘍	L021	頚部膿瘍	けいぶのうよう	343
湿性咳	R05	湿性咳	しっせいせき	343
カポジ肉腫	C469	カポジ肉腫	かぽじにくしゅ	342
十二指腸乳頭部腫瘍	D376	十二指腸乳頭部腫瘍	じゅうにしちょうにゅうとうぶしゅよう	342
肝門部腫瘍	D376	肝門部腫瘍	かんもんぶしゅよう	342
遅発性統合失調症	F208	遅発性統合失調症	ちはつせいとうごうしっちょうしょう	342
汗孔角化症	Q828	汗孔角化症	かんこうかくかしょう	342
前頭葉腫瘍	D430	前頭葉腫瘍	ぜんとうようしゅよう	342
尿路結石症	N209	尿路結石症	にょうろけっせきしょう	341
部分肺静脈還流異常	Q263	部分肺静脈還流異常	ぶぶんはいじょうみゃくかんりゅういじょう	341
高血糖高浸透圧症候群	E146	高血糖高浸透圧症候群	こうけっとうこうしんとうあつしょうこうぐん	341
胸椎骨折	S2200	胸椎骨折	きょうついこっせつ	341
硝子体混濁	H433	硝子体混濁	しょうしたいこんだく	340
てんかん性精神病	F068	てんかん性精神病	てんかんせいせいしんびょう	340
副咽頭間隙腫瘍	D370	副咽頭間隙腫瘍	ふくいんとうかんげきしゅよう	340
頭部湿疹	L309	頭部湿疹	とうぶしっしん	340
三叉神経鞘腫	D333	三叉神経鞘腫	さんさしんけいしょうしゅ	339
アデノイド肥大	J352	アデノイド肥大	あでのいどひだい	338
上部胆管癌	C240	上部胆管癌	じょうぶたんかんがん	338
亀頭包皮炎	N481	亀頭包皮炎	きとうほうひえん	338
線状強皮症	L941	線状強皮症	せんじょうきょうひしょう	338
慢性じんま疹	L508	慢性じんま疹	まんせいじんましん	338
尺側偏位	M0684	尺側偏位	しゃくそくへんい	337
脊髄硬膜動静脈瘻	Q273	脊髄硬膜動静脈瘻	せきずいこうまくどうじょうみゃくろう	337
木村病	D219	木村病	きむらびょう	336
排卵期出血	N923	排卵期出血	はいらんきしゅっけつ	336
多動性障害	F909	多動性障害	たどうせいしょうがい	335
胸膜中皮腫	C450	胸膜中皮腫	きょうまくちゅうひしゅ	335
上腕骨骨折	S4230	上腕骨骨折	じょうわんこつこっせつ	335
鼡径部腫瘤	R222	鼡径部腫瘤	そけいぶしゅりゅう	335
前房出血	H210	前房出血	ぜんぼうしゅっけつ	334
前立腺膿瘍	N412	前立腺膿瘍	ぜんりつせんのうよう	334
仙骨腫瘍	D480	仙骨腫瘍	せんこつしゅよう	333
二次性糖尿病	E13	二次性糖尿病	にじせいとうにょうびょう	332
蒼白	R231	蒼白	そうはく	332
虚血性視神経症	H470	虚血性視神経症	きょけつせいししんけいしょう	332
感染後咳嗽	R05	感染後咳嗽	かんせんごがいそう	332
性腺機能低下症	-1	性腺機能低下症	せいせんきのうていかしょう	330
術後感染症	T814	術後感染症	じゅつごかんせんしょう	330
趾壊死	R02	趾壊死	しえし	330
顔面多発骨折	S0270	顔面多発骨折	がんめんたはつこっせつ	329
隆起性皮膚線維肉腫	C449	隆起性皮膚線維肉腫	りゅうきせいひふせんいにくしゅ	329
加重型妊娠高血圧腎症	O11	加重型妊娠高血圧腎症	かじゅうがたにんしんこうけつあつじんしょう	329
結腸穿孔	K631	結腸穿孔	けっちょうせんこう	329
Ｓ状結腸腺腫	D125	Ｓ状結腸腺腫	Ｓじょうけっちょうせんしゅ	329
足壊疽	R02	足壊疽	あしえそ	329
舌下腺癌	C081	舌下腺癌	ぜっかせんがん	328
薬剤性甲状腺機能低下症	E032	薬剤性甲状腺機能低下症	やくざいせいこうじょうせんきのうていかしょう	328
頚椎変形	M4392	頚椎変形	けいついへんけい	327
胆管狭窄症	K831	胆管狭窄症	たんかんきょうさくしょう	326
四肢痛	M7969	四肢痛	ししつう	326
胃過形成ポリープ	K317	胃過形成ポリープ	いかけいせいぽりーぷ	326
Ｂ型急性肝炎	B169	Ｂ型急性肝炎	びーがたきゅうせいかんえん	325
腎血管性高血圧症	I150	腎血管性高血圧症	じんけっかんせいこうけつあつしょう	325
弱視	H530	弱視	じゃくし	325
老人性血管腫	I781	老人性血管腫	ろうじんせいけっかんしゅ	325
筋萎縮症	M6259	筋萎縮症	きんいしゅくしょう	324
骨盤子宮内膜症	N803	骨盤子宮内膜症	こつばんしきゅうないまくしょう	324
高ＩｇＭ血症	R771	高ＩｇＭ血症	こうＩｇＭけっしょう	323
胸骨骨髄炎	M8698	胸骨骨髄炎	きょうこつこつずいえん	323
舌咽神経痛	G521	舌咽神経痛	ぜついんしんけいつう	323
脳炎後てんかん	G09	脳炎後てんかん	のうえんごてんかん	322
肩関節炎	M1311	肩関節炎	かたかんせつえん	322
毛孔性苔癬	Q828	毛孔性苔癬	もうこうせいたいせん	322
ブルガダ症候群	I490	ブルガダ症候群	ぶるがだしょうこうぐん	321
上肢麻痺	G832	上肢麻痺	じょうしまひ	321
硬軟口蓋裂	Q355	硬軟口蓋裂	こうなんこうがいれつ	320
亜急性連合性脊髄変性症	E538	亜急性連合性脊髄変性症	あきゅうせいれんごうせいせきずいへんせいしょう	320
顎下腺炎	K112	顎下腺炎	がくかせんえん	320
乳房腫大	O922	乳房腫大	にゅうぼうしゅだい	320
頭頚部癌	C760	頭頚部癌	とうけいぶがん	320
聴覚異常	H932	聴覚異常	ちょうかくいじょう	320
萎縮性腟炎	N952	萎縮性腟炎	いしゅくせいちつえん	320
筋ジストロフィー	G710	筋ジストロフィー	きんじすとろふぃー	320
発作性上室頻拍	I471	発作性上室頻拍	ほっさせいじょうしつひんぱく	319
肺芽腫	C349	肺芽腫	はいがしゅ	319
肩甲部痛	M8981	肩甲部痛	けんこうぶつう	319
足部変形	M2167	足部変形	そくぶへんけい	319
マントル細胞リンパ腫	C831	マントル細胞リンパ腫	まんとるさいぼうりんぱしゅ	318
完全子宮脱	N813	完全子宮脱	かんぜんしきゅうだつ	318
塞栓性梗塞	I749	塞栓性梗塞	そくせんせいこうそく	318
咽頭出血	R041	咽頭出血	いんとうしゅっけつ	317
腎損傷	S370	腎損傷	じんそんしょう	317
足部浮腫	R600	足部浮腫	そくぶふしゅ	317
慢性硬膜下水腫	G919	慢性硬膜下水腫	まんせいこうまくかすいしゅ	316
炎症性乳癌	C509	炎症性乳癌	えんしょうせいにゅうがん	316
網膜色素変性	H355	網膜色素変性	もうまくしきそへんせい	316
低尿酸血症	E798	低尿酸血症	ていにょうさんけっしょう	316
羊水過多症	O40	羊水過多症	ようすいかたしょう	315
リンパ節腫	D487	リンパ節腫	りんぱせつしゅ	315
咽喉頭異常感症	F453	咽喉頭異常感症	いんこうとういじょうかんしょう	315
胸膜石灰化	J948	胸膜石灰化	きょうまくせっかいか	314
舌血管腫	D180	舌血管腫	ぜつけっかんしゅ	314
視神経膠腫	C723	視神経膠腫	ししんけいこうしゅ	313
アルツハイマー型老年認知症	G301	アルツハイマー型老年認知症	あるつはいまーがたろうねんにんちしょう	313
気分循環症	F340	気分循環症	きぶんじゅんかんしょう	313
直腸障害	K629	直腸障害	ちょくちょうしょうがい	313
卵巣癌肉腫	C56	卵巣癌肉腫	らんそうがんにくしゅ	312
心臓神経症	F453	心臓神経症	しんぞうしんけいしょう	312
足関節骨折	S8280	足関節骨折	そくかんせつこっせつ	312
リウマチ性胸膜炎	M053	リウマチ性胸膜炎	りうまちせいきょうまくえん	312
神経線維腫症２型	Q850	神経線維腫症２型	しんけいせんいしゅしょうにがた	311
熱傷瘢痕	L910	熱傷瘢痕	ねっしょうはんこん	309
稽留流産	O021	稽留流産	けいりゅうりゅうざん	309
舌潰瘍	K140	舌潰瘍	ぜつかいよう	309
腹膜偽粘液腫	C786	腹膜偽粘液腫	ふくまくぎねんえきしゅ	308
一過性黒内障	G453	一過性黒内障	いっかせいこくないしょう	308
卵巣欠落症状	E283	卵巣欠落症状	らんそうけつらくしょうじょう	308
新生児特発性呼吸窮迫症候群	P220	新生児特発性呼吸窮迫症候群	しんせいじとくはつせいこきゅうきゅうはくしょうこうぐん	307
ＡＮＣＡ関連血管炎	M318	ＡＮＣＡ関連血管炎	ＡＮＣＡかんれんけっかんえん	307
関節内骨折	T1420	関節内骨折	かんせつないこっせつ	307
神経線維腫症１型	Q850	神経線維腫症１型	しんけいせんいしゅしょういちがた	307
歩行異常	R268	歩行異常	ほこういじょう	307
高ＬＤＨ血症	R740	高ＬＤＨ血症	こうＬＤＨけっしょう	307
大腸ポリポーシス	D126	大腸ポリポーシス	だいちょうぽりぽーしす	307
歯状核赤核淡蒼球ルイ体萎縮症	G112	歯状核赤核淡蒼球ルイ体萎縮症	しじょうかくせきかくたんそうきゅうるいたいいしゅくしょう	307
術後血腫	T810	術後血腫	じゅつごけっしゅ	307
重症心身障害	F791	重症心身障害	じゅうしょうしんしんしょうがい	307
夜盲症	H536	夜盲症	やもうしょう	307
ＭＲＳＡ腸炎	A048	ＭＲＳＡ腸炎	ＭＲＳＡちょうえん	306
癌性心膜炎	C798	癌性心膜炎	がんせいしんまくえん	306
レム睡眠行動障害	G478	レム睡眠行動障害	れむすいみんこうどうしょうがい	306
正中神経麻痺	G561	正中神経麻痺	せいちゅうしんけいまひ	306
無症候性ラクナ梗塞	I638	無症候性ラクナ梗塞	むしょうこうせいらくなこうそく	306
上部食道癌	C153	上部食道癌	じょうぶしょくどうがん	306
乳房下外側部乳癌	C505	乳房下外側部乳癌	にゅうぼうかがいそくぶにゅうがん	306
摂食機能障害	R198	摂食機能障害	せっしょくきのうしょうがい	306
甲状腺悪性リンパ腫	C859	甲状腺悪性リンパ腫	こうじょうせんあくせいりんぱしゅ	305
血栓性外痔核	I843	血栓性外痔核	けっせんせいがいじかく	304
続発性副甲状腺機能低下症	E892	続発性副甲状腺機能低下症	ぞくはつせいふくこうじょうせんきのうていかしょう	304
下葉肺癌	C343	下葉肺癌	かようはいがん	304
心因性疼痛	F454	心因性疼痛	しんいんせいとうつう	304
黄色靱帯骨化症	M4889	黄色靱帯骨化症	おうしょくじんたいこつかしょう	303
下大静脈血栓症	I822	下大静脈血栓症	かだいじょうみゃくけっせんしょう	303
色覚異常	H535	色覚異常	しきかくいじょう	303
人工弁感染	T826	人工弁感染	じんこうべんかんせん	303
中足骨骨折	S9230	中足骨骨折	ちゅうそくこつこっせつ	302
外耳道真珠腫	H604	外耳道真珠腫	がいじどうしんじゅしゅ	302
重複子宮	Q512	重複子宮	じゅうふくしきゅう	302
急性前壁中隔心筋梗塞	I210	急性前壁中隔心筋梗塞	きゅうせいぜんぺきちゅうかくしんきんこうそく	301
右室型単心室症	Q204	右室型単心室症	うしつがたたんしんしつしょう	300
頭蓋底脊索腫	C719	頭蓋底脊索腫	とうがいていせきさくしゅ	300
家族性アミロイドポリニューロパチー	E851	家族性アミロイドポリニューロパチー	かぞくせいあみろいどぽりにゅーろぱちー	300
内耳炎	H830	内耳炎	ないじえん	300
脳血栓症	I669	脳血栓症	のうけっせんしょう	299
慢性うっ血性心不全	I500	慢性うっ血性心不全	まんせいうっけつせいしんふぜん	299
顔面非対称	Q670	顔面非対称	がんめんひたいしょう	299
発語障害	R471	発語障害	はつごしょうがい	299
失明	H540	失明	しつめい	299
乾性咳	R05	乾性咳	かんせいせき	299
