患者表現	出現形	標準病名
ムカムカする	嘔気,悪心,嘔吐,上腹部不快感	嘔気,悪心,嘔吐症,腹部不快感
ムンプス	耳下腺腫脹	耳下腺腫脹
メタボリック	腹部膨満,体重増加	腹部膨満,体重増加
メタボリックシンドローム	体重増加	体重増加
メニエル	めまい感	めまい感
メニエール	眩暈	めまい
モドス	吐気	嘔気
モヤモヤした影	スリガラス影	胸部異常陰影
モヤモヤする	上腹部不快感	腹部不快感
モヤモヤ感	胸部不快感	胸部不快感
ヨロヨロする	ふらつき	めまい
ラの音が発音しづらい	湿性ラ音	湿性ラ音
ラリってる	呂律困難	構音障害
リウマチ	こわばり	こわばり
リウマトイド結節	皮下結節　	
リバース	嘔吐	嘔吐症
リンパがえらい腫れる	多発リンパ節腫脹	リンパ節腫大
リンパが大きくはれる	腫大リンパ節	リンパ節腫大
リンパが晴れる	両側肺門リンパ節腫脹,リンパ節腫脹	両側肺門リンパ節腫脹,リンパ節腫大
リンパが肥大	腫大リンパ節	リンパ節腫大
リンパが腫れた	リンパ節腫大,リンパ節腫脹	リンパ節腫大
リンパが腫れている	リンパ節腫脹	リンパ節腫大
リンパが腫れて大きくなる	リンパ節腫脹	リンパ節腫大
リンパが腫れとる	表在リンパ節腫脹,縦隔リンパ節腫脹	リンパ節腫大,縦隔リンパ節腫脹
リンパが腫れる	リンパ節腫大,リンパ節腫脹,縦隔リンパ節腫大,縦隔リンパ節腫脹,全身リンパ節腫脹,腫大リンパ節	リンパ節腫大,縦隔リンパ節腫脹
リンパせつがはれた	リンパ節腫大	リンパ節腫大
リンパせんがはれた	リンパ節腫脹	リンパ節腫大
リンパにできたガン	リンパ節腫大	リンパ節腫大
リンパのできもの大きくなる	縦隔リンパ節腫大	縦隔リンパ節腫脹
リンパのはれ	リンパ節腫脹	リンパ節腫大
リンパの以上	腫大リンパ節	リンパ節腫大
リンパの異常	縦隔リンパ節腫脹,両側肺門リンパ節腫脹,頚部リンパ節腫脹,腫大リンパ節	縦隔リンパ節腫脹,両側肺門リンパ節腫脹,頚部リンパ節腫脹,リンパ節腫大
リンパの病気沢山起きる	多発リンパ節腫大	リンパ節腫大
リンパの腫れ	多発リンパ節腫脹,リンパ節腫大,リンパ節腫脹,傍大動脈リンパ節腫大,表在リンパ節腫脹,全身リンパ節腫大,全身性リンパ節腫脹,頚部リンパ節腫脹	リンパ節腫大,リンパ節症,頚部リンパ節腫脹
リンパの腫物	腫大リンパ節	リンパ節腫大
リンパはれ	肺門リンパ節腫大	肺門リンパ節腫脹
リンパ異常	腹部リンパ節腫大,表在リンパ節腫脹,多発リンパ節腫脹	リンパ節腫大
リンパ節がおおくはれた	多発リンパ節腫大	リンパ節腫大
リンパ節が多数肥大すること	多発リンパ節腫大	リンパ節腫大
リンパ節が大きくなっている	リンパ節腫大	リンパ節腫大
リンパ節が腫れている	リンパ節腫大,リンパ節腫脹,腫大リンパ節	リンパ節腫大
リンパ節が腫れている状態	リンパ節腫脹	リンパ節腫大
リンパ節が腫れて大きくなる	腫大リンパ節	リンパ節腫大
リンパ節が腫れる	リンパ節腫大,リンパ節腫脹,多発リンパ節腫脹	リンパ節腫大
リンパ節が腫大すること	リンパ節腫大	リンパ節腫大
リンパ節が腫瘍すること	リンパ節腫脹	リンパ節腫大
リンパ節が膨らむこと	腹腔内リンパ節腫脹	リンパ節腫大
リンパ節が膨らんでいる	腫大リンパ節	リンパ節腫大
リンパ節が色々な部分で腫れる	多発リンパ節腫脹	リンパ節腫大
リンパ節のはれ	リンパ節腫脹	リンパ節腫大
リンパ節の大きいはれ	リンパ節腫大	リンパ節腫大
リンパ節の大きな腫れ	リンパ節腫大	リンパ節腫大
リンパ節の肥大が複数見られること	多発リンパ節腫大	リンパ節腫大
リンパ節の腫れ	リンパ節腫脹,腫大リンパ節,表在リンパ節腫脹,傍大動脈リンパ節腫大,多発リンパ節腫脹,リンパ節腫大	リンパ節腫大
リンパ節の腫れがたくさんある状態	多発リンパ節腫脹	リンパ節腫大
リンパ節の腫れ物	両側肺門リンパ節腫脹,表在リンパ節腫脹,腫大リンパ節	両側肺門リンパ節腫脹,リンパ節腫大
リンパ節の腫瘍	リンパ節腫大	リンパ節腫大
リンパ節の腫瘍が拡張する	全身性リンパ節腫脹	リンパ節症
リンパ節ガン	縦隔リンパ節腫大	縦隔リンパ節腫脹
リンパ節癌	頚部リンパ節腫脹,リンパ節腫大	頚部リンパ節腫脹,リンパ節腫大
リンパ節腫大	全身性リンパ節腫脹,腫大リンパ節	リンパ節症,リンパ節腫大
リンパ節腫張	腫大リンパ節	リンパ節腫大
リンパ節腫脹	肺門リンパ節腫大,全身リンパ節腫大,腫大リンパ節	肺門リンパ節腫脹,リンパ節腫大
リンパ腫	腫大リンパ節,肺門リンパ節腫大,皮下結節　,縦隔リンパ節腫脹,全身リンパ節腫大,両側肺門部リンパ節腫脹,全身性リンパ節腫脹,腹部リンパ節腫大,耳下腺腫脹,左頚部リンパ節腫脹,頚部リンパ節腫脹,頚部腫瘤,リンパ節腫脹	リンパ節腫大,肺門リンパ節腫脹,縦隔リンパ節腫脹,リンパ節症,耳下腺腫脹,頚部リンパ節腫脹,頚部腫瘤
リンパ腫の一種	両側肺門リンパ節腫脹,表在リンパ節腫脹,多発リンパ節腫脹,腹腔内リンパ節腫大,腹腔内リンパ節腫脹,多発リンパ節腫大	両側肺門リンパ節腫脹,リンパ節腫大
リンパ腺が腫れている	縦隔リンパ節腫脹,表在リンパ節腫脹,多発リンパ節腫大,多発リンパ節腫脹,縦隔リンパ節腫大,腫大リンパ節	縦隔リンパ節腫脹,リンパ節腫大
リンパ腺の腫れ	リンパ節腫大,リンパ節腫脹	リンパ節腫大
レントゲン	胸部異常影,心陰影,びまん性粒状影,スリガラス陰影,線状影,気管支透亮像	胸部異常陰影
レントゲンでちょっと影が見える	スリガラス状陰影	胸部異常陰影
レントゲンで変な影	スリガラス陰影	胸部異常陰影
レントゲンで穴が開いたようにみえる影	空洞影	胸部異常陰影
レントゲンで空洞映っている	空洞影	胸部異常陰影
レントゲンで粒のような影が映る	粒状陰影	胸部異常陰影
レントゲンで肺に影が出る	肺浸潤影	肺部異常陰影
レントゲンで胸にうつった影	胸部異常影	胸部異常陰影
レントゲンで胸に影がある	胸部異常陰影	胸部異常陰影
レントゲンで胸に影ができてしまう	胸部異常陰影	胸部異常陰影
レントゲンで腺のような影がうつる	線状影	胸部異常陰影
レントゲンなどで胸のあたりに影ができている	胸部異常影	胸部異常陰影
レントゲンなどの異常な影	胸部異常影	胸部異常陰影
レントゲンに影がある	胸部異常陰影	胸部異常陰影
レントゲンに映る広く広がる粒状の影	びまん性粒状影	胸部異常陰影
レントゲンに映る気管支が黒く見える	気管支透亮像	胸部異常陰影
レントゲン画像に影が写る	スリガラス影	胸部異常陰影
レントゲン異常	胸部異常陰影,心電図異常	胸部異常陰影,心電図異常
レントゲン等ですりガラスのようにぼやけて映った部分	スリガラス状陰影	胸部異常陰影
ロレツが悪い	呂律障害	構音障害
一人で歩けない	歩行障害	歩行障害
一回に出る尿が多い	多尿	多尿
一度にたくさん血が出て止まらない	大量出血	多量出血
一日の体温差が1℃以上の変化をとること	弛張熱	弛張熱
一時的な意識のもうろう	一過性意識障害	一過性意識障害
一時的な意識の乱れ	一過性意識障害	一過性意識障害
一時的な意識不明	一過性意識障害	一過性意識障害
一時的に意識がない	一過性意識障害	一過性意識障害
一時的に意識がなくなる	一過性意識障害	一過性意識障害
一時的に曖昧	一過性意識障害	一過性意識障害
一時的に気を失う	一過性意識障害	一過性意識障害
一酸化炭素中毒	高炭酸ガス血症,低酸素血症	高炭酸ガス血症,低酸素血症
上の腹が痛い	上腹部痛	上腹部痛
上半身の触れる事ができるリンパ節の腫れ	表在リンパ節腫脹	リンパ節腫大
上半身を起こして呼吸をする	起坐呼吸	起坐呼吸
上手くしゃべれない	構語障害,呂律困難	構語障害,構音障害
上手くしゃべれん	呂律困難	構音障害
上手く呼吸ができない	呼吸困難	呼吸困難
上手く歩けない	歩行困難,歩行障害	歩行困難,歩行障害
上手く歩けん	失調性歩行	失調性歩行
上手く発音できない	構音障害	構音障害
上手く話せない	構語障害,呂律障害,呂律不良,呂律困難	構語障害,構音障害,不明瞭言語
上手く飲み込めない	嚥下機能障害,嚥下障害	嚥下協調障害,嚥下障害,嚥下障害
上手に食べ物を飲み込めないこと	嚥下障害	嚥下障害
上腹部が痛い	上腹部痛	上腹部痛
上腹部の痛み	心窩部痛	心窩部痛
上腹部の違和感	上腹部不快感	腹部不快感
上腹部疼痛	上腹部痛	上腹部痛
上腹部痛	上腹部痛	上腹部痛
上腹部重圧感	心窩部不快感	心窩部不快
下っ腹が痛い	下腹部痛,左下腹部痛	下腹痛,下腹痛,臍下部痛
下っ腹痛	左下腹部痛	下腹痛,臍下部痛
下に出るできもの	下肢浮腫	下肢浮腫
下ばらが痛い	下腹部痛	下腹痛
下半身がうずく	下肢疼痛	疼痛
下半身がだるい	下肢脱力	下肢脱力感
下半身がむくむ	下肢浮腫	下肢浮腫
下半身が動きづらい	下肢脱力感	下肢脱力感
下半身が痛い	下肢疼痛	疼痛
下半身が痛むこと	下肢疼痛	疼痛
下半身に力が入らない	下肢脱力感,下肢脱力	下肢脱力感
下半身のだるさ	下肢脱力感	下肢脱力感
下半身のむくみ	下腿浮腫,下肢浮腫	下腿浮腫,下肢浮腫
下半身の力が入らない	下肢脱力	下肢脱力感
下半身の力が抜ける	四肢脱力	四肢脱力
下半身の浮腫	下腿浮腫	下腿浮腫
下半身の痛み	下肢疼痛	疼痛
下半身デブ	下腿浮腫	下腿浮腫
下半身脱力感	下肢脱力感	下肢脱力感
下痢	腹部不快感,腹痛,嘔吐	腹部不快感,腹痛症,腹壁痛,仙痛,嘔吐症
下痢便	タール便	黒色便
下痢痛	下腹部痛	下腹痛
下肢にしびれや痛みあるいは脱力感が現れること	下肢脱力感	下肢脱力感
下肢に力が入らない	下肢脱力感	下肢脱力感
下肢のむくみ	下肢浮腫,下腿浮腫	下肢浮腫,下腿浮腫
下肢の水膨れ	下腿浮腫	下腿浮腫
下肢の腫れ	両下腿浮腫	下腿浮腫
下肢の膨張	下肢浮腫	下肢浮腫
下肢倦怠感	下肢脱力感	下肢脱力感
下肢力が入らない	下肢脱力感	下肢脱力感
下肢動脈瘤	左下肢腫脹	下肢腫脹
下肢浮腫	下腿浮腫,下肢浮腫	下腿浮腫,下肢浮腫
下肢瘤	下肢浮腫	下肢浮腫
下肢障害	歩行障害	歩行障害
下肢静脈瘤	下肢疼痛	疼痛
下腹が痛い	下腹部痛	下腹痛
下腹の痛み	下腹部痛	下腹痛
下腹部が痛い	下腹部痛	下腹痛
下腹部の痛み	下腹部痛	下腹痛
下腹部疼痛	下腹部痛	下腹痛
下腹部痛	下腹部痛,左下腹部痛	下腹痛,下腹痛,臍下部痛
下腿 に初発 した悪性 リンパ腫	左下腿腫脹	下腿腫脹
下足にしこり	下腿浮腫	下腿浮腫
不安定な歩行	失調性歩行	失調性歩行
不振	歩行困難,歩行障害,嚥下障害,食欲低下	歩行困難,歩行障害,嚥下障害,食欲不振
不整脈	徐脈,心電図異常,徐脈性不整脈,高度徐脈,頻拍,頻脈性不整脈,頻脈,心雑音,心窩部不快感,血管雑音,房室回帰性頻拍,洞性徐脈,動悸発作,動悸	徐脈,心電図異常,徐脈性不整脈,頻拍症,頻脈性不整脈,頻脈症,洞頻脈,心雑音,心窩部不快,動脈性雑音,洞徐脈,動悸
不整脈にゆっくりなる	徐脈性不整脈	徐脈性不整脈
不整脈のひどいもの	高度徐脈	徐脈
不明	喀血	喀血
不明熱	不明熱	不明熱
不正出血	性器出血	性器出血
不正脈	心電図異常,頻脈性不整脈,徐脈	心電図異常,頻脈性不整脈,徐脈
不随意的行為	不随意運動	不随意運動症
不随意運動	不随意運動	不随意運動症
不静脈	血管雑音,心雑音	動脈性雑音,心雑音
不食	食欲不振	食欲不振
丘疹や結節腫瘤内容物として水分を含む水疱や角化物などを含む腫	紅色丘疹	紅色丘疹
両はいのりんぱがはれた	両側肺門リンパ節腫脹	両側肺門リンパ節腫脹
両下肢むくみ	両下肢浮腫	下肢浮腫
両下肢浮腫	両下肢浮腫	下肢浮腫
両下腿むくみ	両下腿浮腫	下腿浮腫
両下腿浮腫	両下腿浮腫	下腿浮腫
両側の肺のリンパ節の腫れ	両側肺門部リンパ節腫脹	肺門リンパ節腫脹
両側の肺のリンパ腺の腫れ	両側肺門部リンパ節腫脹	肺門リンパ節腫脹
両側の肺・気管支のリンパ節腫れ	両側肺門リンパ節腫脹	両側肺門リンパ節腫脹
両側肺門部リンパ節腫れ	両側肺門部リンパ節腫脹	肺門リンパ節腫脹
両太ももの膨張	両下腿浮腫	下腿浮腫
両手両脚が浮腫んでいる状態	四肢浮腫	四肢浮腫
両手両脚に力が入らない	四肢脱力感	四肢脱力感
両手両足のむくみ	四肢浮腫	四肢浮腫
両手足に力が入らない	四肢脱力感	四肢脱力感
両手足の力がなくなっていく	四肢筋力低下	四肢筋力低下
両手足の力が抜ける	四肢脱力	四肢脱力
両方のすねに腫れもの	両側下腿浮腫	下腿浮腫
両方の下肢の膨張	両下肢浮腫	下肢浮腫
両方の肺のリンパが腫れた	両側肺門リンパ節腫脹	両側肺門リンパ節腫脹
両方の肺のリンパの腫物	両側肺門部リンパ節腫脹	肺門リンパ節腫脹
両脚のむくみ	両下腿浮腫,両下肢浮腫	下腿浮腫,下肢浮腫
両脚部むくみ	両側下腿浮腫,両下腿浮腫,両下肢浮腫	下腿浮腫,下肢浮腫
両足がむくむ	両下肢浮腫,両側下腿浮腫,両下腿浮腫	下肢浮腫,下腿浮腫
両足がむくんでいる	両側下腿浮腫	下腿浮腫
両足が腫れている	両下腿浮腫,両下肢浮腫	下腿浮腫,下肢浮腫
両足が腫れる	両下腿浮腫,両下肢浮腫	下腿浮腫,下肢浮腫
両足のむくみ	両下腿浮腫,両下肢浮腫,両側下腿浮腫	下腿浮腫,下肢浮腫
両足の側面がむくむ	両側下腿浮腫	下腿浮腫
両足の浮腫み	両側下腿浮腫	下腿浮腫
両足むくみ	両下腿浮腫	下腿浮腫
両足両手に力が入らない	四肢脱力感	四肢脱力感
両足全体がむくんでいる	両下肢浮腫	下肢浮腫
